Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title ,Undergrad scenario body,Undergrad scenario body #2 (negation scenarios only),Undergrad comprehension question,Undergrad correct response,Undergrad incorrect response,Undergrad photo link,Undergrad photo name,Letters Missing,Occurrence
Academics/Work/Career Development,,,Strong opinions,The morning of your first assigned meeting with your TA has arrived. They tell you that they have strong views about your work that they would like to review. You think that they will likely find your work excellent.,N/A,Do you think your TA has an unfavorable opinion of your work?,No,,https://drive.google.com/file/d/1DDUHB-Z2PNw0gY0ymtiflHQj1EUSuaTn/view?usp=sharing,,2,2
Academics/Work/Career Development,Mental Health,,Receiving Recognition,"You recently received an award recognizing your contributions to your community. You suddenly feel that you didn't work hard enough to earn the award. Reflecting on your work, you think this is something you deserve. ",N/A,Should you pass up the award?,No,,https://drive.google.com/file/d/1azOE2eRIrdOPl9AdAR61tTkqUFdsq0zB/view?usp=sharing,,2,3
Academics/Work/Career Development,Mental Health,,Reviewing Your Work ,"You have been called in to review your work with your class TA. Overall, you do good work, but you know your TA has noticed some errors recently. As you prepare for the review, you think that your meeting will probably focus on your shortcomings.",,"You think that during your meeting, your class TA is likely to say","""These slip ups are simply unacceptable at this point!""","""I'm still very happy with the work you've been doing.""",https://drive.google.com/file/d/1EAYPVHFKPfUOp3vNgYgsrQGqdKFYW-a8/view?usp=sharing,,2,3
Academics/Work/Career Development,Social Situations,,Changing Your Plans,"You've decided to take a gap year midway through college. All of your close friends are in college and applying to grad schools soon. When you think about your decision to take a gap year, you feel satisfied",N/A,Are you happy with your decision to take a gap year?,Yes,,https://drive.google.com/file/d/1oLL_xLzI-U5_qMJYXQBLx1YoawU0rB1s/view?usp=sharing,,2,2
Academics/Work/Career Development,,,First Impressions,"A new professor is hired for the class you are looking forward to the most, and you hear that he is a tough grader. You meet him for the first time and talk about the class. Getting up to leave at the end of your meeting, you think that he found you to be intelligent.",N/A,Does your new professor have a good opinion of you?,Yes,,https://drive.google.com/file/d/1HqiTE-Prk9nPEql4rphcp64fbwE9fnxx/view?usp=sharing,,2,2
Academics/Work/Career Development,Family & Home Life,,Loud Music,Your roommate is currently playing upbeat music very loudly and you need to study. You don't want your roommate to think you're a nerd if you ask them to turn down the music so that you can study. You knock on their door and feel nervous.,You take a deep breath and your roommate answers. You ask them to turn down the music and they apologize.,Was your roommate upset when you asked them to turn down the music?,No,,https://drive.google.com/file/d/1AZk7owEM2J5V91afv56x1rxdom3zjESu/view?usp=sharing,,2,3
Academics/Work/Career Development,,,Bad rumor,"You heard a rumor that someone in your favorite course failed. Although you are normally a good student, you didn't have time to study for an exam earlier this week. You feel that the probability that you will fail is minimal.",N/A,"You have started a new part-time internship and have had a difficult time managing it with school. Your boss asked if you would be willing to help her out with a project outside of your usual responsibilities, and you are worried if she will be dissappointed if you say no. After thinking on it, you tell her that you can't help out with this project because of school, but are willing to help out on the next one.",Planning to fail someone else in the course.,Planning to fail you.,https://drive.google.com/file/d/1W4R3Pa5mlQDP7SWWfvd4omqvsH4PLE9R/view?usp=sharing,,2,2
Academics/Work/Career Development,,,Judging Your Performance,"You studied hard for an important test. You see that you got a lower score than you expected. You think about whether you will be able to pull your grade up with the next test, and realize this was the last test.","Right now you aren't happy, but you think about your overall course grade. You realize that you will pass.",Will you fail the class?,No,,https://drive.google.com/file/d/10SQmYfVuHzcGYJjADi5bmTtG4gXr2V9x/view?usp=sharing,,2,2
Academics/Work/Career Development,Social Situations,,A sip of water,"You are told you need to give a presentation to other members of your student club. When it is time to present, you have a sip of water and wonder what the other students will think of you. As you begin to speak, you feel scared and decide to continue.",N/A,When you feel anxious during a presentation...,You have the ability to continue with your talk.,You have to stop your talk and flee the situation.,https://drive.google.com/file/d/1M2nmwy6Vs-FYWSeplo1FuQ51PqchzdnB/view?usp=sharing,,2,4
Academics/Work/Career Development,,,Changing Your Trajectory,"You have been focused on your major for a while now, and you are beginning to feel bored and unchallenged. You would like to try another career path, but you worry if you will manage to complete your degree on time. Thinking about your career trajectory, you believe your chances of switching to a career you find fulfilling are bad.",,"Given your likely outcome on the job market, your best bet is",To stay in your major even though it is boring,To try and switch your major for another that you find fulfilling,https://drive.google.com/file/d/1ukTeswERZcv2VvawZpW961W0jlu_DqhX/view?usp=sharing,,2,4
Academics/Work/Career Development,Social Situations,,An engaged audience,"You are required to give a presentation to a group of classmates that you know well. They all are quiet during your presentation. As you think about it later in your dorm room, you think that your classmates found your presentation interesting.",N/A,Your classmates were probably quiet because ...,They were engaged by your presentation.,They were bored by your presentation.,https://drive.google.com/file/d/12S8nfxTZe8xGCPO8jz-sGM6I1c8zCe1q/view?usp=sharing,,2,3
Academics/Work/Career Development,Mental Health,,Applying to Jobs,"You applied to a job a few weeks ago and just got a response. They tell you they already filled the position, and you feel like you are not smart enough. You think that in the future, you will get a job.",N/A,Will you be offered another job in the future?,Yes,,https://drive.google.com/file/d/12wCJ5Ffbo2FQWJoyCCjGdJUCGOFpqs8y/view?usp=sharing,,2,4
Academics/Work/Career Development,,,Feedback on your work,"You recently turned in a paper, and your TA asks to see you about your work. As you walk into their office, they tell you to sit down because there's lots of feedback to go through, and they look at you with a frown.","During the meeting, you realize that your TA is taking great care to give you useful feedback and that they see this as a way to provide you with a valuable learning opportunity.",Your TA probably thinks that ...,You have great potential.,You are incapable.,https://drive.google.com/file/d/1LeCW8Zaw5qO3kfJKG0mZmeeHjw8dApHc/view?usp=sharing,,2,2
Academics/Work/Career Development,Family & Home Life,,New Opportunity,"You want to go to graduate school, but no one in your family has ever gone. You think about how your family will react when you tell them your decision and they may not like the idea of you going to graduate school. As you imagine telling them, you feel excited.",N/A,Are you worried about telling your family that you want to go to graduate school?,No,,https://drive.google.com/file/d/1mfPOr__w6g_DX68Qv4rp11wDL15AzfTN/view?usp=sharing,,2,4
Academics/Work/Career Development,,,Public speaking,"As part of a language course, you are required to take an oral exam. The material has been briefly covered in class, and you were asked to do some individual research. During class, as you wait your turn, you feel that others will think you seem smart.",N/A,Will others think you seem intelligent when presenting?,Yes,,https://drive.google.com/file/d/1un3NKc9Sb0zVmL2t-X9oQ68FQeyI49D6/view?usp=sharing,,2,2
Academics/Work/Career Development,Mental Health,,Different Expectations,"You check online to see your latest exam grade. You see that your grade is a lot lower than you expected. You think about what this will mean for your overall grade, and know everything will be fine.",,Will there be terrible consequences for getting a low grade on your exam?,No ,,https://drive.google.com/file/d/1XSzs9MSKzUi9VEjvSXdG4wuW6OFlE60F/view?usp=sharing,,2,4
Academics/Work/Career Development,Mental Health,,Enjoyable Endeavor ,"Your final presentation for a class is due next week and you've been working hard on your project. You overheard your classmates joking that only ""nerds"" would enjoy this project. You think about the fun you've had preparing your presentation, and feel excited.",,Are you looking forward to presenting your project?,Yes,,https://drive.google.com/file/d/18Nfhp9FuaS1pKc7jTO3hXT4vzg-FI7Db/view?usp=sharing,,2,4
Academics/Work/Career Development,Social Situations,,Prepare to Succeed,"In your class today, you have an important exam. In order to pass the class, you must get at least a 75% on this exam. When you think about taking the exam, you feel prepared.",,Are you able to pass the exam?,Yes,,https://drive.google.com/file/d/1iyPFNwJ-WUaZ4_XPtJLCtmKF9BVDTv4X/view?usp=sharing,,all,2
Academics/Work/Career Development,,,Certainty of being correct,"You are taking a challenging exam. On one of the questions, you are 90% certain that you know the correct answer. When you respond, you feel confident.",N/A,Are you uneasy about your answer?,No,,https://drive.google.com/file/d/1bf9wnNLkpAlmRwV5Zfu-4kD42O_5A8eS/view?usp=sharing,,all,2
Academics/Work/Career Development,Social Situations,,Coffee shop,"You are working on a project with a classmate at a small table in a coffee shop, and when your coffee arrives, you accidentally spill it all over their papers, which makes them jump in distress.","After you clean up the mess as best as you can, you realize that their response was a normal, knee-jerk reaction. They say that they are not upset with you, and you believe that they are sincere.",Your classmate is probably ...,Not bothered.,Annoyed.,https://drive.google.com/file/d/1g0Aaap92WMbAwnbJvE20t419aXKMEHdi/view?usp=sharing,,all,3
Academics/Work/Career Development,,,Interview anticipation,"You are being interviewed for a really great internship. Before you walk into the room, you notice you feel shaky. You feel incredibly excited.",N/A,Does feeling shaky frighten you?,No,,https://drive.google.com/file/d/1No3R7ItN8sCZWVE76oQA483ECW65wV2l/view?usp=sharing,,all,2
Academics/Work/Career Development,Mental Health,,Committing to Activities,"You were very excited to return to in-person instruction and decided to commit to a lot of activities. You've found it challenging to meet all of your responsibilities, and you worry that you are failing at everything. ","You realize that being back in-person is an adjustement, and it will take some time to get used to the busyness of an in-person semester. You think that with everything you have going on, you're doing a great job. ",Can you handle your responsibilities?,Yes ,,https://drive.google.com/file/d/1b4FsJv5cKIMQtEO-gCgq-Ezc9XEaINoP/view?usp=sharing,,all,3
Academics/Work/Career Development,Mental Health,,Falling Behind,"You recently started a new job. As you've been working, it seems like everyone around you knows what they're doing, but you're still confused. You think this is because you're still learning, and you'll catch on soon. ",N/A,Will you get better at your job?,Yes,,https://drive.google.com/file/d/1V3qcOIHvtf7LmQss0ruGtHPfIMlyIauX/view?usp=sharing,,all,4
Academics/Work/Career Development,,,Mistakes while working,"Even though you normally can manage the workload in your classes, you recently had a rough week at school. Specifically, you made a couple of mistakes on an important project. When you think about the semester, you think it is likely that your grade in the class will turn out alright.",N/A,"In the upcoming weeks at school, you will probably ...",Incorporate time management skills.,Fail the class.,https://drive.google.com/file/d/14pWmSJ9hsPOJZFuIKcrGQjriu93VzLz0/view?usp=sharing,,all,2
Academics/Work/Career Development,Social Situations,,Nerve-wracking presentation,"You have to give a presentation to one of your classes. As you think about the presentation, you feel butterflies in your stomach. On the morning of the presentation, you feel nervous, and you think your nerves will be manageable.",N/A,Are you able to tolerate your anxiety?,Yes,,https://drive.google.com/file/d/16jiyG_dY7BTG2s8QjNuSQJn_RwkLlqXH/view?usp=sharing,,all,3
Academics/Work/Career Development,,,Managing Multiple Positions,"You recently decided to join a new club on top of being on the executive team in another club. At a meeting for the new club, you brought the wrong notebook and have notes for the other club, which aren't useful here. You think managing being in both clubs will be difficult.",N/A,Will it be hard to be in both clubs?,Yes,,https://drive.google.com/file/d/1riJmfoH9pMuH_OSdp0f7YQKFJ6FTfNrO/view?usp=sharing,,all,2
Academics/Work/Career Development,Social Situations,,Showcasing your experience,"Your new teaching assistant calls a meeting to meet everyone and asks each of you in turn to present yourself and your prior experience. When it is your turn to speak, you pause frequently. As you reflect on the meeting later in the day, you feel that the teaching assistant thought you sounded capable.",N/A,Your teaching assistant probably found you to be ...,Effective,Unprepared and lacking. ,https://drive.google.com/file/d/1npkE7h685FSS9kM33IyEeOyngro5KOvm/view?usp=sharing,,all,3
Academics/Work/Career Development,Mental Health,,Looking at your Qualifications,"You are at a new school and need to start applying to internships. You start looking at the qualifications for different positions and even though you've worked hard to put together you're resume, you wonder if it will be enough. You look back on your accomplishments and know that you've done more than enough.",N/A,Are you qualified for these internships?,Yes,,https://drive.google.com/file/d/1ukTeswERZcv2VvawZpW961W0jlu_DqhX/view?usp=sharing,,all,4
Academics/Work/Career Development,,,Making a Choice,"Your family wants you to pursue a specific major. You would rather choose a different major but your family has made it clear they are not on board with the major choice. When you think about talking with your family about your choice, you feel prepared.",N/A,Can you handle talking to your family about your major choice?,Yes,,https://drive.google.com/file/d/1Z0nzrIQHVjl7UmtuA4nngOFyGYVvmBB-/view?usp=sharing,,all,2
Academics/Work/Career Development,Mental Health,Physical Health,Out of Your Control,"You are taking the first online test in your world history class. In the middle of the test, your Internet cuts out. You think about losing time on the test and feel  nauseous.","After a minute, your Internet comes back. You log back in and realize you feel more confident.",Do you feel sick throughout the rest of your exam? ,No,,https://drive.google.com/file/d/1XSzs9MSKzUi9VEjvSXdG4wuW6OFlE60F/view?usp=sharing,,all,3
Academics/Work/Career Development,,,A sudden stumble,"It is your first day at a new job, and you report to your manager. As you approach them, you stumble, then recover. They noticed, and their first impression of you is probably that you are very prepared.",N/A,Your manager will probably think that ...,You are ready to take on challenges.,You are a clumsy person.,https://drive.google.com/file/d/1DttLONiIj8xl29lRpUM8ExKkKo4JbVNe/view?usp=sharing,,all,2
Academics/Work/Career Development,Social Situations,,Fundraiser presentation,"You are put in charge of your club's fundraising efforts and quickly realize that the members are not very interested in the fundraising. At a meeting, you give a presentation about the importance of helping with the fundraising, during which the members remain quiet. As you sit down after your presentation, you think the members seemed bored.",N/A,The club members are probably thinking ...,That they don't want to help you with the fundraiser.  ,That they want to help you with the fundraiser.  ,https://drive.google.com/file/d/1r3qtHj-urHxM3pju6-ipIBlJU-tXgwex/view?usp=sharing,,all,4
Academics/Work/Career Development,,,Ready to Work,"You have a big assignment due tomorrow. You've been procrastinating getting it done because it is going to be hard. When you think about whether you will be able to do the work, you think you can.",,Are you going to complete your assignment?,Yes,,https://drive.google.com/file/d/1ctfYI6TZJr5mbm-BjK9jNskpLStAn1mj/view?usp=sharing,,all,2
Academics/Work/Career Development,,,Future limitations,This morning you hear the news that a lot of classes are currently limiting their number of students. You are in your last year of undergrad and you think about what will happen if you cannot enroll for the classes you need to finish your major this semester. You decide that finding classes next semester will be possible.,N/A,"If you are unable to enroll in a class you need for this semester, you will probably ...",Wait until next semester to enroll.,Be unable to graduate on time.,https://drive.google.com/file/d/1VGbPBARSLQCK6nJ7oQQGzRTdWEUzb4dO/view?usp=sharing,,all,2
Academics/Work/Career Development,,,Getting an Opportunity,"You have submitted an application for a graduate school program that you have been hoping to get into. You hope to get an interview for the program after they review your application, but you know it is very competitive. With your qualifications, you expect to get a call.",,Your qualifications...,Put you in a good position to get an interview.,Are probably not strong enough to make you stand out.,https://drive.google.com/file/d/1kw58e9iPvU1vOT2PxZuYepma0F30V2qn/view?usp=sharing,,all,4
Academics/Work/Career Development,Social Situations,,Giving a Presentation,"You have a lot of work to do for one of your major classes. One of your most important homework assignments for the class is to do research about a topic and make a well-prepared, lengthy presentation to your classmates. As you imagine yourself giving your presentation, you feel excited.",N/A,Are you looking forward to giving your presentation in your class? ,Yes,,https://drive.google.com/file/d/1_2rE9XRzKQTqhk0TQjBqftLX-RvYtkqL/view?usp=sharing,,all,4
Academics/Work/Career Development,,,The Difficult Course,"You have enrolled in a programming class because you think it will be a useful skill to acquire going forward. You know the demand for people with programming skills is increasing, but the course is very difficult. ","Imagining how you will do in the class, you do not see yourself failing, but instead you believe your efforts to learn some programming skills will be successful.",Do you think you will be effective at picking up some programming skills?,Yes,No,https://drive.google.com/file/d/18HsxK2zdx8J0wLQE1QZITsfajDWRjgaX/view?usp=sharing,,all,4
Academics/Work/Career Development,Mental Health,,Coming up with Questions,"You are in a challenging class on a topic you're really excited about. You have a lot of thoughts on the subject but you feel like the questions everyone else are asking are smarter than yours. You think about how all of them probably get nervous about talking too, and know they aren't there to judge.",N/A,Are everyone else's questions better than yours?,No,,https://drive.google.com/file/d/1ZRX4djV0jNJx45cG7BKsaEWYgTgDJGha/view?usp=sharing,,all,4
Academics/Work/Career Development,Mental Health,,Applying to Jobs,"You applied to a job a few weeks ago and just got a response. They tell you they already filled the position, and you feel like you are not smart enough. You think that in the future, you will get a job.",N/A,Will you be offered another job in the future?,Yes,,https://drive.google.com/file/d/12wCJ5Ffbo2FQWJoyCCjGdJUCGOFpqs8y/view?usp=sharing,,all,4
Academics/Work/Career Development,Mental Health,,Balancing Tasks,"You been very busy this semester and haven't had the time for extracurriculars. All of your friends are heavily involved, and seem to get all of their school work done on top of their committments. This makes you feel like a failure.  ",N/A,Should you be more involved?,Yes,,https://drive.google.com/file/d/1oLL_xLzI-U5_qMJYXQBLx1YoawU0rB1s/view?usp=sharing,,all,3
Academics/Work/Career Development,,,Strong opinions,The morning of your first assigned meeting with your TA has arrived. They tell you that they have strong views about your work that they would like to review. You think that they will likely find your work excellent.,N/A,Do you think your TA has an unfavorable opinion of your work?,No,,https://drive.google.com/file/d/1DDUHB-Z2PNw0gY0ymtiflHQj1EUSuaTn/view?usp=sharing,,all,2
Academics/Work/Career Development,Social Situations,,Stuttering in office ,"You are having a conversation with your professor in their office. You notice that you are stuttering over your words a bit more than you normally do. As the conversation continues, you decide this is okay.",N/A,Are you embarrassed due to stuttering over your words?,No,,https://drive.google.com/file/d/1aUoa1C9eagfLdwz6V8WTzXzAjHHYPXaJ/view?usp=sharing,,all,3
Academics/Work/Career Development,Family & Home Life,,Expectations,"Finals just ended and you know your parents are going to want to know how you did. They have high expectations for your scores, but you did worse than you expected on a couple of your exams. Your parents will be upset.","You think about why they want you to get high scores. You know it is because they want you to do well, so that makes you feel better.",Do you stay upset when thinking about telling your parents about your final scores? ,No,,https://drive.google.com/file/d/1g5rt5FyfZFihgwapf3Ncm1etDzBr2iwc/view?usp=sharing,,all,2
Academics/Work/Career Development,,,Your Resume,"You are preparing to apply to graduate school. You have a meeting with a potential advisor tomorrow, and you know that a good resume will be an important factor. ","As you look over your resume, you do not anticipate your potential advisor writing you off, and you think that they will be impressed.",Will your potential advisor think you have a strong resume?,Yes,No,https://drive.google.com/file/d/12Cgn_OOe7x5Oai-qSUktQ4QZ57TSL-zp/view?usp=sharing,,all,3
Academics/Work/Career Development,Social Situations,,Participation,"You consider taking an evening class in which part of your grade is based on your participation, even though you do not like speaking up in front of others. Because the topic is really interesting, you decide to sign up for the class. After signing up, you realize that this decision was great.",N/A,Are you happy that you signed up for the interesting evening class?,Yes,,https://drive.google.com/file/d/1Dh2em2eifFjm2KkfZDfxM2WuvxRCmMV7/view?usp=sharing,,all,4
Academics/Work/Career Development,Social Situations,,Not Invited to Dinner,"You just started at a new job and you work with lots of new people. You hear a few of them laughing together and talking about going out to dinner, but they don't invite you along. As you think about your future with this group, you feel okay.",N/A,Is it too late to befriend your new coworkers?,No,,https://drive.google.com/file/d/1nVCrQvzsMF5KCRUZMiYr0rakkwQqslrO/view?usp=sharing,,all,4
Academics/Work/Career Development,Mental Health,,One-On-One Meeting,"You have a one-on-one meeting today with your intimidating professor, which you are nervous about. During the meeting, you momentarily lose your train of thought. After that, your anxiety is tolerable.",N/A,Are you able to tolerate your anxiety while meeting with your professor?,Yes,,https://drive.google.com/file/d/1XdpsyI2ipYQdebyRJI6icWGBOLJlNXCD/view?usp=sharing,,all,4
Academics/Work/Career Development,,,Write Your Own,,,,,,,,write your own,45
Academics/Work/Career Development,,,Write Your Own,,,,,,,,write your own,45
Academics/Work/Career Development,,,Write Your Own,,,,,,,,write your own,45
Academics/Work/Career Development,,,Getting an Opportunity,"You have submitted an application for a graduate school program that you have been hoping to get into. You hope to get an interview for the program after they review your application, but you know it is very competitive. ","With your qualifications, you do not think that they will reject your application, and you expect to get an interview.",Will you be invited for an interview?,Yes,No,https://drive.google.com/file/d/1kw58e9iPvU1vOT2PxZuYepma0F30V2qn/view?usp=sharing,,1,4
Academics/Work/Career Development,,,Bad rumor,"You heard a rumor that someone in your favorite course failed. Although you are normally a good student, you didn't have time to study for an exam earlier this week. You feel that the probability that you will fail is minimal.",N/A,You think that your professor could be ...,Planning to fail someone else in the course.,Planning to fail you.,https://drive.google.com/file/d/1W4R3Pa5mlQDP7SWWfvd4omqvsH4PLE9R/view?usp=sharing,,1,2
Academics/Work/Career Development,,,Finishing Work,"You have a paper due in your history class next week. You haven't started it yet because you're unsure how to answer the prompt. When you think about turning in the paper on time, you feel confident.",N/A,Are you worried about turning in your paper on time?,No,,https://drive.google.com/file/d/12ozsRqQm34HuapdP-IpswqSXrE7BODWH/view?usp=sharing,,1,2
Academics/Work/Career Development,Mental Health,,Not Feeling Prepared,"In one of your classes recently, your professor asks students to raise their hands if they've learned the day's materials before. When you look around, you notice the majority of your class has their hands raised, but you don't. This makes you feel like you're not prepared to be in the class.",N/A,Are your classmates more prepared than you?,Yes,,https://drive.google.com/file/d/143F_jObaBvG1l77hgZir8HruiOBT9qcV/view?usp=sharing,,1,3
Academics/Work/Career Development,Social Situations,,Feeling Different,"You're in your online class and look at everyone's video. You notice that among the group of peers, you look different from everyone else. You think about this and realize it is okay.",N/A,Is it bad that you feel different from everyone else?,No,,https://drive.google.com/file/d/1FYlM1a2tGzuMSOP9mBCzc1EGii_cJCXM/view?usp=sharing,,1,4
Academics/Work/Career Development,Social Situations,,Important Presentation ,"Your professor has asked you to give a presentation about your latest project to the rest of the class. This is a great opportunity to highlight the good work you have been doing, but you feel nervous talking in front of such a big group of your peers. As you think about how your peers will react to your presentation, you believe they will think you looked confident. ",,"During class, your peers will probably think",You do a good job explaining your recent work.,You look uncomfortable giving your presentation.,https://drive.google.com/file/d/1mDkkEgN6DM4uUXlBqKzoV3AT0Fc6OUwv/view?usp=sharing,,1,3
Academics/Work/Career Development,Social Situations,,Quick correction,"In the hallway outside of the classroom, your professor asks you a question, and you realize you respond incorrectly. Your professor corrects you. You think the experience of being corrected by your professor is awful.","In the end, you remind yourself that occasionally making mistakes does not make you a bad student. Your professor had corrected you kindly, as was their job, and you feel that the whole interaction went well.",Is it okay to occasionally answer a question from your professor incorrectly?,Yes,,https://drive.google.com/file/d/1LkIEzSKHGt3ThPYYrQWPZjfUroEcuFve/view?usp=sharing,,1,3
Academics/Work/Career Development,Social Situations,,Train of thought,"You are giving a presentation in class. During one of your slides, you lose your train of thought and have to take a moment to look over your notes. As you start again, you think that losing one's train of thought while presenting is normal.",N/A,Is it normal to lose your train of thought while presenting?,Yes,,https://drive.google.com/file/d/1PHmQe4AQ2pdApKjmB9uPD73GJXIyik1b/view?usp=sharing,,1,3
Academics/Work/Career Development,Mental Health,,Unfinished Work,"You had a very busy day, and were not able to get all of your tasks done. While at dinner with a friend, they brag about how they finished everything on their to-do list. Thinking about whether you can complete your work tomorrow, you feel confident.",N/A,Will you get everything done?,Yes ,,https://drive.google.com/file/d/1b4FsJv5cKIMQtEO-gCgq-Ezc9XEaINoP/view?usp=sharing,,1,2
Academics/Work/Career Development,Mental Health,,Using Different Technology,"You arrive at your first class of the semester and notice that everyone has an expensive-looking laptop. As the professor is discussing the syllabus, you realize that your cheaper laptop does not have an application that you need for the course. When you think about completing your work for this class, you feel capable. ",N/A,Do you feel capable of completing the work for this class?,Yes,,https://drive.google.com/file/d/1GCrKOzwl1UC_Ekj6ZbzSSgZLWAASM60G/view?usp=sharing,,1,3
Academics/Work/Career Development,,,Waiting for Big News,"Today, you will receive an important email. It will tell you whether you got accepted to or rejected from the summer intership you really want to do. As you think about waiting for the email, you feel excited.",N/A,Are you miserable waiting for the important email?,No,,https://drive.google.com/file/d/1N6vR25DLC0FZk7m0Kj9cqT3vnyjdyQOA/view?usp=sharing,,1,3
Academics/Work/Career Development,,,Crowd of speech,"You are giving a speech at a discussion session. As you speak, you look into the class and notice that your TA's expression is almost emotionless, but you can make out a slight frown.","After the speech, you realize that people often look emotionless and frown when they are concentrating and focusing hard. You think that your TA was most likely feeling impressed.",Does your TA's neutral expression mean that they are disappointed with your speech?,No,,https://drive.google.com/file/d/1j_wTSZ6LyYqWqgOAZFYdxFtjd0jBduSd/view?usp=sharing,,1,3
Academics/Work/Career Development,Social Situations,,Contributing to a discussion,Your professor is leading a discussion on creating areas of focus for the final project. You are suddenly asked to contribute your ideas to the discussion. You quickly come up with some ideas on the spot and think that your professor and the class will find your ideas to be exciting.,N/A,The people in your class will probably ...,Support your ideas.,Dislike your ideas. ,https://drive.google.com/file/d/1JLyALw0FAi4CqbIXE3sRzXwYRToDyEgw/view?usp=sharing,,1,3
Academics/Work/Career Development,,,Deleted section,"You are taking a class and recently turned in a paper. You decide to re-read your submitted paper, and realize that you accidentally deleted a section you meant to include in the paper. Given that you accidentally made this deletion, you think that you are likely to pass.",N/A,Are you going to get a passing grade on the paper?,Yes,,https://drive.google.com/file/d/1Yt4G6HZMK_t-ihnEQ6iXy7znjFBPDG8C/view?usp=sharing,,1,2
Academics/Work/Career Development,Mental Health,,Evaluation results,"You just finished a hard exam, and you are not sure whether you did well or not. You feel nervous as you think about what grade you will get. You think being nervous is manageable.",N/A,Can you tolerate your nervousness as you wait to find out your grade?,Yes,,https://drive.google.com/file/d/1bf9wnNLkpAlmRwV5Zfu-4kD42O_5A8eS/view?usp=sharing,,1,4
Academics/Work/Career Development,Mental Health,,An Important Presentation,"A recruiter for your dream internship is watching your class presentations. During the presentation, you stumble over your words a lot. You feel defeated.","While you feel upset, you realize that it's natural to make mistakes. You think that the recruiter won't remember.",Is it okay that you made a mistake in front of the recruiter?,Yes ,,https://drive.google.com/file/d/1pQHZTO39FaMtxe96k3wQ-bwUufBsPYvC/view?usp=sharing,,1,4
Academics/Work/Career Development,Mental Health,Finances,Applying for a Grant,"You want to start doing undergraduate research, so you apply for a grant for funding. Without this funding, you won't be able to do the research you're hoping to do, but you don't know if your proposal is good enough. You think you won't get the funding. ",N/A,Are you able to do this research?,No,,https://drive.google.com/file/d/1ukTeswERZcv2VvawZpW961W0jlu_DqhX/view?usp=sharing,,1,4
Academics/Work/Career Development,Finances,,Job Market,"You recently saw on the news that the economy has been particularly bad. Even though you have an above-average resume, you wonder whether you'll be able to find a job after graduating. You think you will likely be fine.",N/A,Is it likely that you will find a job?,Yes,,https://drive.google.com/file/d/1_T7rY6ZMUGkrrUUDGpQvHEG53QIE1J_h/view?usp=sharing,,1,4
Academics/Work/Career Development,Social Situations,,Letting Others See Your Work,"A friend suggests that you take the creative writing class as your elective next semester. He tells you that your classmates will read and critique your writing. As you listen to your friend, the thought of other people looking at your writing makes you feel enthusiastic.",,Do you expect to feel uncomfortable if others look at your work?,No,,https://drive.google.com/file/d/1_v0XVyjgJOJpCTokQcFjgQ8I8d4-jNxu/view?usp=sharing,,1,2
Academics/Work/Career Development,Mental Health,,Locked door,"You're in the car with friends on your way to a weekend trip, and you wonder whether you locked your front door. You usually lock the door, but you still feel anxious not knowing for sure. You think your weekend away from home will be enjoyable. ",N/A,"Over the weekend, you will ...",Rest and spend time with friends or family.,Worry about whether you locked the door. ,https://drive.google.com/file/d/1qii6Tw7lK46f_BUds8kymQOtUEDhZqjV/view?usp=sharing,,1,4
Academics/Work/Career Development,Social Situations,,Mind Going Blank,Your teacher calls on you to answer a question about the book you just read. You don't know what to say. Your mind goes blank.,"You give yourself a moment to collect your thoughts and then answer the question. When you think about the answer you gave, you feel good.",Are you able to answer the question?,Yes,,https://drive.google.com/file/d/1peJsSeWbW75_7SXUaFUQcsUBkEkp3q7I/view?usp=sharing,,1,4
Academics/Work/Career Development,,,Changing Your Trajectory,"You have been focused on your major for a while now, and you are beginning to feel bored and unchallenged. You would like to try another career path, but you worry if you will manage to complete your degree on time. Thinking about your career trajectory, you believe your chances of switching to a career you find fulfilling are good.",,Given your educational trajectory,You will probably manage to switch majors or career paths.,You will probably be stuck in your current major,https://drive.google.com/file/d/1ukTeswERZcv2VvawZpW961W0jlu_DqhX/view?usp=sharing,,1,4
Academics/Work/Career Development,,,Quick task completion,"You have started a new group project, and you are given a task that normally takes a few days, but you manage to finish it the same day. You show it to the rest of your group, who find only one mistake in your work. As the meeting ends, you expect they think your work is commendable.",N/A,Was your group pleased with your work?,Yes,,https://drive.google.com/file/d/1L13QcCiq5pWIaUjHGkFhwwQeosh7S9tG/view?usp=sharing,,1,2
Academics/Work/Career Development,Social Situations,,Unstable WiFi,"You don't have stable internet access at home and you found out UVA has converted to online learning. You wonder how you'll be able to keep up with your classes. As you think about the situation, you feel stressed.",N/A,Are you worried about keeping up with your classes? ,Yes,,https://drive.google.com/file/d/1Dyk0jx8bXiVMVELskA1wH2t85AfZV8H8/view?usp=sharing,,1,2
Academics/Work/Career Development,Social Situations,,Writing Notes,"During class your professor calls on you to write a few notes on the board. As you write down what they say, you hope you are not mispelling any words. Everyone watching you probably thinks you are doing great. ",N/A,Do your classmates judge you negatively while you write on the board?,No,,https://drive.google.com/file/d/1ZGds5rpjl0oMQ7bK9zYR2oVUgY4X4Lql/view?usp=sharing,,1,3
